date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:54:11	0/0	---MC-	302	error ('Found')	text/html	etag:W/%22d0783eb55021ee5b47cdd05358d1a2b2%22	https://www.chanellemoreau.com/artwork	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/artwork.b.delayed	(from https://www.chanellemoreau.com/)
22:54:12	53011/53011	---M-Z	200	added ('OK')	text/html	etag:W/%22bdbad3b07784c00e8d239fe97a6e322b%22	https://www.chanellemoreau.com/2020	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/2020.html	(from https://www.chanellemoreau.com/)
22:54:22	66757/66757	---M-Z	200	added ('OK')	text/html	etag:W/%22a981635ca8e7b89fbb54ce0a8f1b36d7--gzip%22	https://www.chanellemoreau.com/older-work	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/older-work.html	(from https://www.chanellemoreau.com/)
22:54:25	134155/134155	---MCZ	200	added ('OK')	text/html	etag:W/%22be436f93c1184d81e05c7493cbfab0d7--gzip%22	https://www.chanellemoreau.com/2019	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/2019.html	(from https://www.chanellemoreau.com/)
22:54:27	106118/106118	---M-Z	200	added ('OK')	text/html	etag:W/%22c3e6256616328427e78224e793c69384--gzip%22	https://www.chanellemoreau.com/film	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film.html	(from https://www.chanellemoreau.com/)
22:54:28	151694/151694	---MCZ	200	added ('OK')	text/html	etag:W/%22221737e58ba97bcc1180c3bc25f297a4--gzip%22	https://www.chanellemoreau.com/about	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/about.html	(from https://www.chanellemoreau.com/)
22:54:30	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:31	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:31	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:32	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:37	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:38	618492/618492	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Aug%202020%2008:54:32%20GMT	http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/gallery-play-big.png	C:/chanellemoreau/https___www.chanellemoreau.com_/static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/gallery-play-big.css	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:38	618492/618492	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Aug%202020%2008:54:33%20GMT	http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/gallery-play-big@2x.png	C:/chanellemoreau/https___www.chanellemoreau.com_/static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/gallery-play-big@2x.css	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:38	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:38	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:39	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:39	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:39	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:39	405690/405690	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Aug%202020%2008:54:28%20GMT	https://static1.squarespace.com/static/ta/5c5a514d65019f01a2cb2be5/901/scripts/site-bundle.js	C:/chanellemoreau/https___www.chanellemoreau.com_/static1.squarespace.com/static/ta/5c5a514d65019f01a2cb2be5/901/scripts/site-bundle.js	(from https://www.chanellemoreau.com/)
22:54:39	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:39	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:40	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:40	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:40	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:40	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:41	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/chanellemoreau/https___www.chanellemoreau.com_/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:41	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/chanellemoreau/https___www.chanellemoreau.com_/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:41	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	http://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/chanellemoreau/https___www.chanellemoreau.com_/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:41	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/chanellemoreau/https___www.chanellemoreau.com_/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:41	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:42	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:42	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:42	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from http://static1.squarespace.com/static/sitecss/5eca3242a9658a4c958be75e/28/5c5a519771c10ba3470d8101/5eca3243a9658a4c958be778/901-05142015/1591262137281/site.css?&filterFeatures=false)
22:54:47	143380/143380	---M-Z	200	added ('OK')	text/html	etag:W/%2214be6ee4adbbb5e73b0cf3e5f55ac79d--gzip%22	https://www.chanellemoreau.com/recent-work/diansa	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/recent-work/diansa.html	(from https://www.chanellemoreau.com/recent-work)
22:54:47	87547/87547	---M-Z	200	added ('OK')	text/html	etag:W/%2273c160a5b1e27de31d9f96018110bbe1%22	https://www.chanellemoreau.com/recent-work/brielle	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/recent-work/brielle.html	(from https://www.chanellemoreau.com/recent-work)
22:54:48	89546/89546	---M-Z	200	added ('OK')	text/html	etag:W/%228f1e39844e8cd9f52c7bf4960ec0611f%22	https://www.chanellemoreau.com/recent-work/estelle	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/recent-work/estelle.html	(from https://www.chanellemoreau.com/recent-work)
22:54:50	92462/92462	---M-Z	200	added ('OK')	text/html	etag:W/%224c28c9b3a10c807edb3b6f94d8e62599%22	https://www.chanellemoreau.com/recent-work/ozma-of-california-spring-editorial	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/recent-work/ozma-of-california-spring-editorial.html	(from https://www.chanellemoreau.com/recent-work)
22:54:57	82133/82133	---M-Z	200	added ('OK')	text/html	etag:W/%224ddee8308f604976897aee75d2a34a93%22	https://www.chanellemoreau.com/recent-work/beauty-queen	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/recent-work/beauty-queen.html	(from https://www.chanellemoreau.com/recent-work)
22:54:58	129658/129658	---M-Z	200	added ('OK')	text/html	etag:W/%22d15c0089a435aa7cf5a86be2219ce41c%22	https://www.chanellemoreau.com/recent-work/brielle-for-loveme-jewelry	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/recent-work/brielle-for-loveme-jewelry.html	(from https://www.chanellemoreau.com/recent-work)
22:54:59	111737/111737	---M-Z	200	added ('OK')	text/html	etag:W/%22f10b6ccdaa4d084d55c58fb61c10278f--gzip%22	https://www.chanellemoreau.com/recent-work/kseniya	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/recent-work/kseniya.html	(from https://www.chanellemoreau.com/recent-work)
22:55:07	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=u61uhj8wy7vvtqdb7sv2enuy02shoi	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-iid7a7.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:09	1035494/1035494	---M-Z	200	added ('OK')	text/javascript	etag:%225a2dd2126bb9a14d0d6d1a8c2d3d5cca%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-cart-bf2bea260c7a5a5979c6f-min.en-US.js	C:/chanellemoreau/https___www.chanellemoreau.com_/assets.squarespace.com/universal/scripts-compressed/commerce-cart-bf2bea260c7a5a5979c6f-min.en-US.js	(from https://www.chanellemoreau.com/cart)
22:55:16	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=ocofv8f5q65hncxdbwz7da0uozpbww	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii312f.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:21	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=ugurz53f7ocma6vv79ytgas4epq8bp	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii1b6c.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:27	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=0txksd6y1t32eddgme4qq9kgyo4a09	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-iibaed.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:29	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=mtchdjqamnd3dyyuzjo4o1nm8fsc0y	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii136a.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:30	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=eiose1rftg4eji7vroblqmr6p2msaa	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii5287.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:31	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=lshc60kxdrn3wxqhndme910jckznrk	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-ii5a37.html	(from https://www.chanellemoreau.com/film-diaries-ii)
22:55:37	102079/102079	---M-Z	200	added ('OK')	text/html	etag:W/%224c1d0102ede9b192526751d7310a6d39%22	https://www.chanellemoreau.com/film-diaries-ii?itemId=kd11gpcsxdq6jswkrpfryldsh296zb	C:/chanellemoreau/https___www.chanellemoreau.com_/www.chanellemoreau.com/film-diaries-iice39.html	(from https://www.chanellemoreau.com/film-diaries-ii)
